0	1
the	O
primary	CAU
effect	RES
such	O
as	O
bond	DEF
strength	DEF
degradation	DEF
spalle	DEF
stress	DEF
induce	RES
on	O
concrete	ELE
surround	CAU
rebar	ELE
and	O
reduction	RES
in	O
the	O
cross	ELE
sectional	CAU
area	CAU
of	O
the	O
rebar	ELE
3d	MET
nonlinear	CAU
finite	MET
element	MET
model	MET
have	O
be	O
develop	RES
to	O
simulate	RES
the	O
corrosion	DEF
induce	RES
spalle	DEF
stress	DEF
along	O
with	RES
bend	DEF
stress	DEF
the	O
effect	RES
of	O
the	O
combine	RES
bend	DEF
and	O
spalle	DEF
stress	DEF
be	O
identify	O
for	O
the	O
corrode	CAU
rc	ELE
beam	ELE
an	O
attempt	O
be	O
also	O
make	O
to	O
consider	O
the	O
effect	RES
of	O
sustain	CAU
load	CAU
and	O
an	O
optimum	MET
level	DEF
of	O
corrosion	DEF
be	O
propose	O
up	O
to	O
which	O
maintenance	DEF
this	O
simple	O
model	MET
enable	O
manual	MET
prediction	DEF
of	O
the	O
bulge	DEF
deformation	DEF
of	O
the	O
cover	ELE
surface	ELE
and	O
the	O
maximum	CAU
thickness	CAU
of	O
rust	DEF
the	O
predict	DEF
result	RES
be	O
then	O
verify	O
with	RES
numerically	MET
derive	O
result	RES
from	O
nonlinear	CAU
finite	MET
element	MET
analysis	MET
finally	O
the	O
effect	RES
of	O
the	O
rebar	ELE
space	ELE
tensile	DEF
strength	DEF
of	O
concrete	ELE
and	O
cover	ELE
thickness	CAU
on	O
the	O
bulge	DEF
of	O
the	O
concrete	ELE
cover	ELE
surface	ELE
and	O
the	O
maximum	CAU
thickness	CAU
of	O
rust	DEF
be	O
study	O
with	RES
the	O
verify	O
analytical	MET
model	MET
the	O
reversibility	DEF
and	O
reliability	DEF
of	O
the	O
sensor	MET
be	O
monitor	RES
under	O
simulate	CAU
concrete	ELE
environmental	CAU
condition	CAU
the	O
long	CAU
term	CAU
stability	DEF
be	O
monitor	RES
for	O
period	CAU
of	O
month	O
under	O
an	O
active	CAU
and	O
passive	CAU
state	MET
of	O
reinforce	ELE
steel	ELE
in	O
concrete	ELE
with	RES
respect	O
to	O
ecrms	MET
and	O
the	O
result	RES
be	O
compare	RES
with	RES
the	O
surface	ELE
mount	DEF
technique	MET
the	O
stability	DEF
of	O
go	CAU
mno2	CAU
base	MET
ecps	MET
and	O
ecrms	MET
be	O
find	O
to	O
be	O
excellent	O
in	O
an	O
active	CAU
and	O
passive	CAU
condition	CAU
and	O
hence	O
can	O
be	O
put	O
forth	O
as	O
promise	O
new	O
candidate	O
material	ELE
for	O
corrosion	DEF
monitor	MET
in	O
concrete	ELE
structure	ELE
damascena	CAU
increase	RES
tafel	MET
polarisation	DEF
curve	DEF
divulge	O
that	O
the	O
potential	DEF
be	O
shift	RES
towards	O
positive	CAU
side	CAU
evince	RES
the	O
nobility	DEF
of	O
the	O
inhibitor	CAU
the	O
experimental	MET
model	MET
for	O
adsorption	DEF
obey	O
langmuir	MET
adsorption	DEF
isotherm	MET
disclose	RES
the	O
physisorption	MET
behaviour	DEF
the	O
maximum	CAU
protection	DEF
efficiency	DEF
be	O
at	O
concentration	CAU
of	O
sem	MET
image	MET
stipulate	O
the	O
chelate	DEF
effect	RES
of	O
phytochemical	MET
constituent	CAU
contain	O
hetero	CAU
atom	CAU
such	O
as	O
aromatic	CAU
ring	ELE
and	O
electron	CAU
interact	RES
with	RES
iron	CAU
ion	CAU
result	RES
in	O
the	O
shield	DEF
of	O
the	O
metal	ELE
from	O
co	CAU
the	O
develop	RES
rf	MET
model	MET
be	O
use	O
for	O
the	O
sensitivity	DEF
and	O
parametric	MET
analysis	MET
moreover	O
the	O
formulate	O
rf	MET
model	MET
be	O
use	O
for	O
study	O
the	O
long	CAU
term	CAU
performance	DEF
of	O
gfrp	ELE
rebar	ELE
in	O
the	O
alkaline	CAU
concrete	ELE
environment	CAU
the	O
sensitivity	DEF
analysis	MET
exhibit	O
that	O
temperature	CAU
and	O
ph	CAU
be	O
among	O
the	O
most	O
influential	RES
attribute	O
in	O
tsr	CAU
follow	O
by	O
volume	CAU
fraction	CAU
of	O
fiber	ELE
duration	CAU
of	O
condition	CAU
and	O
diameter	CAU
of	O
the	O
bar	ELE
respectively	O
the	O
bar	ELE
with	RES
large	RES
diameter	CAU
and	O
high	CAU
volume	CAU
fraction	CAU
of	O
fiber	ELE
be	O
less	RES
susceptible	RES
to	O
degradation	DEF
in	O
contrast	RES
to	O
the	O
small	CAU
diameter	CAU
bar	ELE
and	O
relatively	O
low	CAU
fiber	ELE
volume	CAU
fraction	CAU
also	O
the	O
long	CAU
term	CAU
performance	DEF
reveal	RES
that	O
the	O
exist	O
recommendation	O
the	O
result	RES
show	O
that	O
pva	CAU
fiber	ELE
and	O
ns	CAU
can	O
effectively	RES
improve	RES
the	O
bond	DEF
strength	DEF
and	O
toughness	DEF
of	O
the	O
geopolymer	ELE
composite	ELE
and	O
that	O
the	O
bond	DEF
behavior	DEF
be	O
optimize	O
when	O
the	O
pva	CAU
fiber	ELE
content	CAU
be	O
within	RES
and	O
the	O
ns	CAU
content	CAU
be	O
the	O
numerical	MET
and	O
modify	CAU
mathematical	MET
model	MET
can	O
effectively	RES
reflect	RES
the	O
rebar	ELE
matrix	ELE
bond	DEF
behavior	DEF
of	O
the	O
ns	CAU
and	O
pva	ELE
fiber	ELE
reinforce	ELE
geopolymer	ELE
composite	ELE
the	O
propose	O
numerical	MET
model	MET
exhibit	O
high	CAU
prediction	DEF
accuracy	DEF
provide	O
an	O
effective	RES
guide	MET
and	O
reference	MET
for	O
predict	RES
the	O
bond	DEF
behavior	DEF
of	O
rebar	ELE
and	O
experimental	MET
test	MET
demonstrate	O
that	O
the	O
surface	CAU
attach	CAU
pzt	CAU
disk	ELE
be	O
capable	O
of	O
detect	RES
the	O
change	RES
in	O
material	ELE
property	DEF
due	O
to	O
the	O
existence	DEF
of	O
crack	DEF
in	O
consideration	O
of	O
the	O
inevitable	O
discrepancy	DEF
in	O
different	CAU
concrete	ELE
beam	ELE
due	O
to	O
speciman	ELE
preparation	CAU
and	O
sensor	MET
installation	MET
principal	MET
component	ELE
analysis	MET
base	O
on	O
statistical	MET
parameter	CAU
extract	RES
from	O
wave	MET
signal	MET
be	O
apply	O
to	O
highlight	O
the	O
difference	DEF
between	RES
benchmark	MET
and	O
damage	CAU
rebar	ELE
the	O
result	RES
show	O
the	O
potential	DEF
of	O
the	O
principal	CAU
component	ELE
as	O
damage	DEF
index	DEF
for	O
quantify	O
integrity	DEF
condition	CAU
of	O
concrete	ELE
structure	ELE
change	RES
in	O
physical	MET
mechanical	MET
factor	DEF
for	O
virgin	CAU
and	O
expose	CAU
sample	ELE
of	O
basalt	ELE
reinforce	ELE
plastic	ELE
rebar	ELE
have	O
be	O
specify	O
tensile	DEF
strength	DEF
and	O
maximum	CAU
bend	DEF
moment	DEF
have	O
be	O
find	O
to	O
increase	RES
for	O
and	O
respectively	O
relative	RES
to	O
the	O
initial	CAU
rate	DEF
after	RES
exposure	CAU
to	O
various	O
climatic	CAU
condition	CAU
investigation	RES
of	O
temperature	CAU
dependence	DEF
of	O
gfrp	ELE
rebar	ELE
allow	O
we	O
to	O
reveal	RES
climate	CAU
dependent	CAU
difference	DEF
in	O
physical	MET
mechanical	MET
property	DEF
then	O
corrosion	DEF
current	CAU
density	DEF
of	O
μa	O
cm2	O
for	O
the	O
reinforcement	ELE
in	O
the	O
concrete	ELE
be	O
specify	O
when	O
the	O
concrete	ELE
component	ELE
be	O
expose	RES
to	O
outdoor	CAU
condition	CAU
without	RES
an	O
accelerate	RES
corrosion	DEF
process	MET
parametric	MET
study	O
be	O
undertake	O
and	O
the	O
result	RES
indicate	O
that	O
the	O
consider	O
factor	DEF
rac	ELE
compressive	DEF
strength	DEF
ratio	DEF
of	O
concrete	ELE
cover	ELE
depth	CAU
to	O
rebar	ELE
diameter	CAU
corrosion	DEF
rate	DEF
rust	DEF
expansion	DEF
ratio	DEF
and	O
porous	CAU
zone	CAU
thickness	CAU
have	O
significant	RES
effect	RES
on	O
the	O
probability	DEF
of	O
failure	DEF
finally	O
the	O
result	RES
show	O
that	O
the	O
probability	DEF
of	O
failure	DEF
of	O
cover	ELE
crack	DEF
and	O
reach	O
the	O
limit	CAU
crack	DEF
width	CAU
be	O
to	O
model	MET
the	O
real	MET
corrosion	DEF
under	O
natural	CAU
environment	CAU
the	O
cathodic	CAU
to	O
anodic	CAU
area	CAU
ratio	DEF
ac	CAU
aa	CAU
of	O
macrocell	CAU
be	O
assume	O
to	O
be	O
change	RES
with	RES
the	O
development	DEF
of	O
corrosion	DEF
in	O
galvanic	CAU
accelerate	RES
corrosion	DEF
the	O
influence	RES
of	O
external	CAU
ion	CAU
concentration	DEF
on	O
current	CAU
density	DEF
be	O
consider	O
which	O
eventually	O
affect	RES
the	O
distribution	DEF
of	O
rust	DEF
layer	ELE
of	O
steel	ELE
rebar	ELE
the	O
simulation	MET
result	RES
agree	O
well	RES
with	RES
the	O
test	MET
datum	MET
collect	O
from	O
literature	O
far	O
discussion	O
indicate	O
that	O
impressed	CAU
current	CAU
density	DEF
significantly	RES
affect	RES
the	O
time	CAU
ratio	DEF
of	O
natural	CAU
corrosion	DEF
to	O
galvanic	CAU
accelerate	RES
corrosion	DEF
while	O
the	O
nacl	CAU
solution	DEF
concentration	DEF
show	O
no	RES
clear	O
comparative	O
corrosion	DEF
resistance	DEF
performance	DEF
of	O
both	RES
type	CAU
of	O
coat	CAU
respect	O
to	O
uncoated	CAU
rebar	ELE
be	O
evaluate	RES
by	O
salt	CAU
spray	CAU
and	O
tafel	CAU
test	MET
be	O
conduct	O
in	O
simulate	RES
aggressive	CAU
chloride	CAU
and	O
concrete	ELE
pore	ELE
solution	CAU
of	O
coat	CAU
and	O
the	O
coat	CAU
obtain	RES
form	O
zn	CAU
9al	O
misch	CAU
metal	ELE
bath	CAU
be	O
find	O
to	O
be	O
more	RES
anodic	RES
and	O
show	O
time	O
well	RES
corrosion	DEF
resistance	DEF
in	O
concrete	ELE
pore	ELE
solution	CAU
and	O
time	RES
well	RES
resistance	DEF
against	RES
aggressive	CAU
chloride	CAU
attack	CAU
compare	RES
to	O
the	O
coat	CAU
obtain	RES
from	O
pure	CAU
zn	CAU
bath	CAU
both	RES
the	O
coating	CAU
dissolve	DEF
in	O
fast	RES
rate	DEF
in	O
highly	CAU
alkaline	CAU
environment	CAU
ph	CAU
the	O
small	CAU
amount	CAU
of	O
sp	CAU
could	O
not	RES
form	RES
and	O
stabilize	RES
the	O
zwitterion	CAU
cl	CAU
fe	CAU
complex	CAU
whereas	O
large	CAU
amount	CAU
cause	RES
competition	DEF
between	RES
zwitterion	CAU
cl	CAU
fe	CAU
and	O
zwitterion	CAU
cl	CAU
fe	CAU
complex	CAU
where	O
phosphate	CAU
ion	CAU
interfere	RES
with	RES
the	O
formation	DEF
of	O
zwitterion	CAU
cl	CAU
fe	CAU
therefore	O
proper	O
concentration	DEF
of	O
phosphate	CAU
ion	CAU
be	O
require	RES
to	O
form	RES
and	O
stabilize	RES
the	O
zwitterion	CAU
cl	CAU
fe	CAU
and	O
fepo4	CAU
complex	CAU
density	MET
functional	MET
theory	MET
dft	MET
and	O
the	O
single	ELE
rebar	CAU
pullout	MET
test	MET
be	O
perform	O
to	O
examine	RES
the	O
bond	DEF
strength	DEF
the	O
open	MET
circuit	MET
potential	DEF
method	MET
and	O
the	O
linear	MET
dc	MET
polarization	MET
method	MET
be	O
conduct	O
for	O
corrosion	DEF
rate	DEF
measurement	MET
to	O
ensure	O
for	O
keep	O
the	O
merit	DEF
of	O
epoxy	CAU
coat	CAU
rebar	ELE
the	O
ability	DEF
of	O
corrosion	DEF
experimental	MET
result	RES
show	O
that	O
the	O
propose	O
method	MET
be	O
very	O
promise	O
the	O
develop	RES
component	ELE
be	O
test	MET
against	RES
static	CAU
flexural	DEF
and	O
methane	CAU
air	CAU
explosion	DEF
load	DEF
in	O
the	O
four	MET
point	MET
flexural	DEF
test	MET
the	O
basalt	ELE
fibre	ELE
rebar	ELE
reinforce	ELE
speciman	ELE
mm	O
mm	O
mm	O
perform	O
more	RES
ductile	DEF
structural	MET
behaviour	DEF
with	RES
high	RES
flexural	DEF
strength	DEF
two	O
large	CAU
scale	MET
methane	CAU
air	CAU
explosion	DEF
test	MET
be	O
conduct	O
in	O
bury	CAU
utility	ELE
tunnel	ELE
with	RES
different	CAU
length	CAU
mm	O
mm	O
mm	O
and	O
mm	O
mm	O
mm	O
the	O
experimental	MET
test	MET
in	O
short	CAU
tunnel	ELE
yield	RES
lower	RES
explosion	DEF
pressure	DEF
with	RES
marginal	CAU
structural	MET
response	DEF
the	O
test	MET
in	O
long	CAU
the	O
result	RES
show	O
that	O
the	O
concrete	ELE
strength	DEF
the	O
ratio	DEF
of	O
concrete	ELE
cover	ELE
to	O
the	O
diameter	CAU
bond	DEF
length	CAU
rebar	ELE
yield	DEF
strength	DEF
and	O
geometry	DEF
of	O
the	O
rebar	ELE
play	O
an	O
important	O
role	O
in	O
determine	O
the	O
failure	DEF
mode	MET
the	O
use	O
of	O
high	CAU
strength	CAU
rebar	ELE
aiv	CAU
in	O
comparison	RES
with	RES
normal	CAU
strength	DEF
aiii	CAU
rebar	ELE
by	O
increase	RES
the	O
possibility	DEF
of	O
apply	O
high	RES
bond	DEF
tension	DEF
to	O
concrete	ELE
provide	O
the	O
opportunity	O
to	O
use	O
more	RES
concrete	ELE
capacity	DEF
uhpc	ELE
reduce	RES
the	O
embed	RES
length	CAU
of	O
rebar	ELE
by	O
increase	RES
bond	DEF
strength	DEF
fold	RES
relative	RES
to	O
nsc	CAU
in	O
nsc	CAU
increase	RES
the	O
bond	DEF
length	CAU
increase	RES
the	O
in	O
this	O
study	O
three	O
different	CAU
slight	CAU
moderate	CAU
and	O
high	CAU
corrosion	DEF
scenario	CAU
be	O
consider	O
for	O
two	O
exist	O
reinforce	ELE
concrete	ELE
bridge	ELE
characterize	RES
by	O
frame	ELE
pier	ELE
the	O
result	RES
of	O
the	O
numerical	MET
analysis	MET
which	O
consider	O
both	RES
brittle	DEF
and	O
ductile	DEF
failure	DEF
mechanism	MET
highlight	O
significant	RES
decrease	RES
of	O
the	O
seismic	MET
capacity	DEF
of	O
the	O
structure	ELE
as	O
the	O
corrosion	DEF
level	DEF
increase	RES
especially	O
for	O
brittle	DEF
collapse	DEF
mechanism	MET
that	O
be	O
strongly	RES
affect	RES
by	O
the	O
bridge	ELE
maintenance	DEF
condition	CAU
such	O
procedure	MET
allow	O
identify	O
the	O
first	CAU
structural	MET
element	ELE
reach	O
the	O
collapse	DEF
provide	O
useful	O
information	MET
for	O
the	O
maintenance	DEF
of	O
exist	CAU
bridge	ELE
in	O
term	O
of	O
repair	DEF
and	O
strengthen	DEF
intervention	DEF
by	O
use	O
piezoelectric	MET
pzt	MET
sensor	MET
in	O
concrete	ELE
the	O
sensitivity	DEF
of	O
these	O
sensor	MET
to	O
compressive	DEF
force	DEF
be	O
investigate	RES
through	O
series	O
of	O
experiment	MET
also	O
by	O
bond	DEF
two	O
pzt	MET
sensor	MET
on	O
reinforce	ELE
bar	ELE
in	O
two	O
different	CAU
orientation	CAU
the	O
behavior	DEF
of	O
specimen	ELE
be	O
consistently	RES
compare	RES
with	RES
the	O
emi	DEF
measurement	DEF
accord	O
to	O
the	O
result	RES
solution	MET
for	O
the	O
detection	MET
of	O
the	O
corrosion	DEF
rate	DEF
and	O
its	O
direction	CAU
as	O
well	O
as	O
the	O
period	CAU
of	O
corrosion	DEF
initiation	DEF
be	O
propose	O
base	O
on	O
the	O
variation	DEF
of	O
the	O
impedance	DEF
curve	DEF
during	O
the	O
corrosion	DEF
pit	DEF
corrosion	DEF
mainly	RES
initiate	RES
at	O
the	O
rib	CAU
foot	ELE
of	O
the	O
bottom	CAU
side	CAU
of	O
the	O
deform	CAU
steel	ELE
rebar	ELE
with	RES
top	CAU
cast	CAU
defect	DEF
steel	ELE
in	O
concrete	ELE
with	RES
an	O
artificial	MET
crack	DEF
exhibit	O
fast	CAU
initiation	DEF
period	CAU
immediately	RES
follow	O
by	O
propagation	DEF
period	CAU
the	O
presence	O
of	O
both	RES
artificial	MET
crack	DEF
and	O
top	CAU
bar	CAU
effect	RES
thus	O
lead	O
to	O
fast	RES
deterioration	DEF
than	RES
in	O
un	CAU
crack	CAU
structure	ELE
input	CAU
parameter	CAU
include	O
concrete	ELE
strength	DEF
ultrasonic	MET
velocity	CAU
and	O
the	O
speciman	ELE
dimension	DEF
relate	MET
variable	MET
be	O
use	O
for	O
the	O
prediction	DEF
of	O
reinforcement	ELE
corrosion	DEF
level	DEF
adopt	O
artificial	MET
neural	MET
network	MET
model	MET
use	O
totally	O
experimental	MET
observation	MET
radial	MET
basis	MET
function	MET
base	MET
model	MET
be	O
find	O
with	RES
high	RES
accuracy	DEF
in	O
predict	RES
corrosion	DEF
level	DEF
compare	RES
to	O
back	MET
propagation	MET
base	MET
model	MET
this	O
study	O
lead	O
to	O
future	O
research	O
in	O
high	CAU
accuracy	CAU
non	DEF
destructive	CAU
measurement	DEF
of	O
reinforcement	ELE
corrosion	DEF
in	O
concrete	ELE
in	O
addition	O
two	O
rebar	ELE
alternative	CAU
steel	ELE
and	O
gfrp	ELE
rebar	ELE
be	O
evaluate	RES
to	O
ensure	O
proper	O
transfer	DEF
of	O
stress	DEF
induce	RES
by	O
negative	CAU
bend	DEF
moment	DEF
due	O
to	O
continuity	DEF
and	O
to	O
limit	RES
the	O
width	CAU
of	O
crack	DEF
on	O
the	O
top	CAU
surface	ELE
of	O
the	O
link	ELE
slab	ELE
where	O
they	O
be	O
directly	RES
expose	RES
to	O
water	CAU
and	O
deleterious	CAU
agent	CAU
the	O
full	MET
scale	MET
performance	DEF
be	O
examine	O
under	O
increase	RES
vertical	CAU
load	CAU
apply	O
to	O
the	O
midpoint	CAU
of	O
two	O
individual	ELE
span	ELE
connect	CAU
by	O
link	ELE
slab	ELE
this	O
include	O
an	O
investigation	DEF
of	O
various	O
structural	MET
response	DEF
measure	MET
such	O
as	O
strain	DEF
in	O
the	O
frc	ELE
and	O
embed	CAU
rebar	ELE
the	O
study	O
be	O
then	O
extend	O
by	O
therefore	O
oxygen	CAU
be	O
not	RES
the	O
factor	DEF
control	O
corrosion	DEF
process	MET
of	O
steel	ELE
rebar	ELE
in	O
concrete	ELE
although	O
it	O
be	O
one	CAU
of	O
the	O
key	O
factor	DEF
when	O
the	O
concrete	ELE
dry	CAU
process	MET
star	DEF
from	O
water	CAU
saturation	CAU
there	O
be	O
little	RES
difference	DEF
between	RES
the	O
control	MET
degree	DEF
of	O
cathodic	CAU
reaction	DEF
and	O
the	O
control	MET
degree	DEF
of	O
anodic	CAU
reaction	DEF
on	O
corrosion	DEF
process	MET
the	O
control	MET
type	CAU
of	O
corrosion	DEF
reaction	DEF
be	O
mix	CAU
control	MET
part	O
of	O
this	O
article	O
present	O
experimental	MET
result	RES
obtain	RES
from	O
the	O
thermostatic	MET
dry	CAU
test	MET
and	O
the	O
effect	RES
of	O
corrosion	DEF
product	DEF
on	O
process	MET
control	MET
of	O
reinforcement	ELE
corrosion	DEF
in	O
concrete	ELE
the	O
time	CAU
dependent	CAU
dominate	DEF
factor	DEF
of	O
rebar	ELE
corrosion	DEF
process	MET
under	O
different	CAU
environmental	CAU
the	O
result	RES
indicate	O
that	O
the	O
corrosion	DEF
initiation	DEF
of	O
rebar	ELE
in	O
concrete	ELE
slab	ELE
depend	O
upon	O
both	RES
cement	ELE
alkalinity	CAU
and	O
superplasticizer	CAU
rebar	ELE
embed	RES
in	O
high	CAU
alkalinity	CAU
cement	ELE
scc	CAU
exhibit	O
well	RES
corrosion	DEF
resistance	DEF
as	O
indicate	O
by	O
the	O
long	RES
ti	CAU
high	RES
cth	DEF
and	O
large	RES
weibull	DEF
modulu	DEF
large	RES
weibull	DEF
modulu	DEF
indicate	O
that	O
anti	DEF
corrosion	DEF
performance	DEF
of	O
rebar	ELE
in	O
slab	ELE
be	O
more	RES
stable	RES
and	O
less	RES
scatter	CAU
the	O
effect	RES
of	O
specific	CAU
superplasticizer	CAU
on	O
rebar	ELE
corrosion	DEF
resistance	DEF
be	O
discuss	O
from	O
the	O
viewpoint	O
of	O
air	CAU
void	CAU
amount	CAU
and	O
size	CAU
distribution	DEF
at	O
the	O
rebar	ELE
the	O
result	RES
of	O
the	O
elemental	MET
analysis	MET
and	O
metallographic	MET
microstructure	ELE
couple	O
with	RES
electrochemical	MET
study	O
indicate	O
that	O
the	O
couple	CAU
surface	ELE
and	O
sub	CAU
surface	CAU
composition	DEF
of	O
tmt	ELE
rebar	ELE
have	O
time	CAU
dependent	CAU
reverse	DEF
effect	RES
on	O
the	O
protective	DEF
property	DEF
of	O
the	O
passive	CAU
oxide	CAU
film	ELE
that	O
provide	O
durability	DEF
and	O
protection	DEF
to	O
the	O
steel	ELE
rebar	ELE
against	RES
corrosion	DEF
in	O
concrete	ELE
steel	ELE
with	RES
tm	CAU
pf	CAU
ring	ELE
have	O
well	RES
initial	CAU
corrosion	DEF
resistance	DEF
in	O
comparison	RES
to	O
low	CAU
alloy	CAU
steel	ELE
however	O
with	RES
the	O
passage	CAU
of	O
time	CAU
its	O
corrosion	DEF
resistance	DEF
decrease	RES
and	O
alloy	CAU
steel	ELE
finally	O
dominate	RES
over	O
the	O
tmt	ELE
rebar	ELE
this	O
paper	O
investigate	RES
the	O
seismic	MET
performance	DEF
of	O
five	O
exist	O
reinforce	ELE
concrete	ELE
bridge	ELE
under	O
several	O
corrosion	CAU
scenario	CAU
of	O
pier	ELE
steel	ELE
reinforcement	ELE
cause	O
by	O
carbonation	CAU
phenomenon	O
in	O
particular	O
three	O
different	CAU
corrosion	DEF
level	CAU
slight	CAU
moderate	CAU
and	O
high	CAU
be	O
consider	O
by	O
analyse	O
the	O
evolution	DEF
of	O
the	O
phenomenon	O
effect	RES
for	O
structure	ELE
lifetime	CAU
equal	RES
to	O
year	O
the	O
seismic	MET
vulnerability	DEF
be	O
evaluate	RES
by	O
define	O
appropriate	O
risk	DEF
index	DEF
express	O
in	O
term	O
of	O
peak	DEF
ground	DEF
acceleration	DEF
and	O
correspond	O
return	DEF
period	CAU
the	O
risk	DEF
index	DEF
be	O
determine	O
by	O
perform	O
modal	MET
pushover	MET
analysis	MET
on	O
finite	MET
element	MET
model	MET
of	O
the	O
bridge	ELE
consider	O
the	O
corrosion	DEF
effect	RES
in	O
term	O
of	O
steel	ELE
rebar	ELE
cross	ELE
section	ELE
the	O
carbonation	DEF
rate	DEF
slow	RES
under	O
an	O
extend	CAU
carbonation	DEF
period	CAU
and	O
an	O
ultimate	DEF
effective	DEF
co2	CAU
sequestration	DEF
factor	DEF
of	O
be	O
achieve	RES
at	O
day	O
the	O
low	CAU
ph	CAU
environment	CAU
within	O
the	O
rmc	ELE
matrix	ELE
induce	RES
poor	RES
or	O
no	RES
passivity	DEF
of	O
the	O
embed	CAU
rebar	ELE
and	O
an	O
active	CAU
corrosion	DEF
be	O
observe	O
from	O
the	O
start	O
of	O
the	O
electrochemical	MET
measurement	MET
though	O
the	O
matrix	ELE
densification	DEF
as	O
result	RES
of	O
the	O
carbonation	DEF
help	O
to	O
considerably	O
reduce	RES
the	O
corrosion	DEF
activity	DEF
of	O
the	O
rebar	ELE
the	O
specimen	ELE
be	O
subject	O
to	O
accelerate	RES
chloride	CAU
induce	CAU
corrosion	DEF
simultaneously	O
they	O
have	O
be	O
monitor	RES
with	RES
half	MET
cell	MET
potential	DEF
method	MET
hcp	MET
linear	MET
polarisation	MET
resistance	DEF
method	MET
lpr	MET
ultrasonic	MET
guide	MET
wave	MET
gw	MET
and	O
ultrasonic	MET
image	MET
ui	MET
the	O
pro	O
and	O
con	O
of	O
the	O
four	O
technique	MET
be	O
determine	O
and	O
discuss	O
the	O
result	RES
be	O
correlate	RES
and	O
calibrate	O
with	RES
the	O
state	MET
of	O
corrosion	DEF
key	O
milestone	O
of	O
the	O
corrosion	DEF
mechanism	MET
such	O
as	O
corrosion	DEF
initiation	DEF
and	O
crack	DEF
initiation	DEF
can	O
be	O
successfully	O
identify	O
and	O
the	O
progression	DEF
of	O
bar	ELE
deterioration	DEF
steel	ELE
concrete	CAU
interfa	DEF
two	O
rc	ELE
slab	ELE
undamaged	CAU
and	O
damage	CAU
due	O
to	O
corrosion	CAU
be	O
monitor	O
use	O
ae	MET
half	MET
cell	CAU
potential	DEF
and	O
concrete	ELE
resistivity	DEF
technique	MET
the	O
result	RES
demonstrate	O
that	O
ae	MET
datum	MET
capture	O
even	O
for	O
short	RES
duration	CAU
can	O
indicate	O
appropriate	O
probability	DEF
of	O
corrosion	DEF
the	O
corrosion	DEF
probability	DEF
predict	RES
by	O
ae	MET
technique	MET
be	O
well	O
validate	RES
with	RES
that	O
of	O
electrochemical	MET
technique	MET
establish	O
ae	MET
as	O
powerful	O
technique	MET
for	O
corrosion	DEF
induce	CAU
damage	DEF
detection	MET
of	O
in	CAU
service	CAU
structural	MET
element	ELE
for	O
control	MET
specimen	ELE
the	O
result	RES
show	O
compressive	DEF
strength	DEF
loss	DEF
of	O
and	O
when	O
expose	RES
to	O
the	O
above	O
solution	CAU
respectively	O
whilst	O
for	O
electrolyze	CAU
water	CAU
base	CAU
specimen	ELE
the	O
loss	DEF
be	O
reduce	RES
to	O
and	O
respectively	O
statistical	MET
analysis	MET
of	O
the	O
potential	DEF
value	DEF
from	O
the	O
accelerate	CAU
corrosion	DEF
test	MET
also	O
show	O
reduce	RES
corrosion	DEF
mv	O
less	RES
negative	CAU
potential	DEF
in	O
rebar	ELE
embed	RES
in	O
electrolyze	CAU
water	CAU
base	CAU
speciman	ELE
−548	O
mv	O
at	O
day	O
than	RES
in	O
control	MET
speciman	ELE
−606	O
mv	O
base	O
on	O
the	O
spectral	MET
and	O
micro	CAU
besides	O
the	O
deformability	DEF
and	O
tensile	DEF
strength	DEF
of	O
the	O
weld	CAU
specimen	ELE
decline	RES
with	RES
their	O
diameter	CAU
degree	DEF
increase	RES
and	O
brittle	DEF
fracture	DEF
occur	RES
in	O
those	O
weld	CAU
specimen	ELE
with	RES
diameter	CAU
of	O
mm	O
furthermore	O
three	MET
parameter	MET
curve	DEF
of	O
the	O
weld	CAU
specimen	ELE
and	O
the	O
steel	ELE
rebar	ELE
base	ELE
material	ELE
be	O
obtain	RES
base	O
on	O
the	O
fatigue	DEF
test	MET
result	RES
fatigue	DEF
strength	DEF
of	O
weld	CAU
specimen	ELE
decrease	RES
with	RES
their	O
diameter	CAU
increase	RES
and	O
reduction	RES
of	O
high	CAU
cycle	CAU
fatigue	DEF
strength	DEF
be	O
more	RES
apparent	O
for	O
large	CAU
diameter	CAU
weld	CAU
specimen	ELE
weld	CAU
specimen	ELE
be	O
more	RES
prone	RES
to	O
pre	CAU
mature	CAU
fatigue	DEF
failure	DEF
than	RES
base	ELE
material	ELE
of	O
hrb500	ELE
high	CAU
strength	CAU
electrochemical	MET
behavior	DEF
of	O
rebar	ELE
electrode	MET
be	O
characterize	RES
use	O
the	O
wbe	MET
method	MET
linear	MET
polarization	MET
lp	MET
technique	MET
and	O
electrochemical	MET
impedance	MET
spectroscopy	MET
eis	MET
to	O
monitor	MET
the	O
carbonation	DEF
and	O
chloride	CAU
ion	CAU
penetration	DEF
of	O
concrete	ELE
the	O
ph	CAU
and	O
chloride	CAU
ion	CAU
profile	CAU
of	O
the	O
concrete	ELE
be	O
analyze	MET
the	O
vertical	CAU
non	CAU
uniform	CAU
corrosion	DEF
of	O
rebar	ELE
be	O
cause	O
by	O
the	O
difference	DEF
of	O
oxygen	CAU
concentration	CAU
moisture	CAU
content	CAU
free	CAU
chloride	CAU
